a
a
a
a
a
a
a
a
 IDAY           0
 UT   0.00000000    
 F107A   76.5999985    
 F107   76.5999985    
 APH   8.39999962       7.00000000       5.00000000       4.00000000       3.00000000       3.90000010       6.80000019    
 1, ALTITUDE (KM)
 2, D(2) - O NUMBER DENSITY(CM-3)
 3, D(3) - N2 NUMBER DENSITY(CM-3)
 4, D(4) - O2 NUMBER DENSITY(CM-3)
 5, D(6) - TOTAL MASS DENSITY(GM/CM3)
 6, T(2) - TEMPERATURE AT ALT
 7, D(8) - N NUMBER DENSITY(CM-3)
           1           2           3           4           5           6           7
   55.0000000       0.00000000       9.42338588E+15   2.52801131E+15   5.79771722E-07   262.445801       0.00000000    
   56.0000000       0.00000000       8.36657267E+15   2.24449904E+15   5.14751264E-07   260.278290       0.00000000    
   57.0000000       0.00000000       7.42820231E+15   1.99276282E+15   4.57018842E-07   257.834229       0.00000000    
   58.0000000       0.00000000       6.59313236E+15   1.76873947E+15   4.05641089E-07   255.162704       0.00000000    
   59.0000000       0.00000000       5.84864219E+15   1.56901544E+15   3.59836605E-07   252.312424       0.00000000    
   60.0000000       0.00000000       5.18399707E+15   1.39071135E+15   3.18944331E-07   249.329437       0.00000000    
   61.0000000       0.00000000       4.59007289E+15   1.23137880E+15   2.82403278E-07   246.257095       0.00000000    
   62.0000000       0.00000000       4.05907185E+15   1.08892782E+15   2.49733546E-07   243.135590       0.00000000    
   63.0000000       0.00000000       3.58442401E+15   9.61377426E+14   2.20519169E-07   240.001236       0.00000000    
   64.0000000       0.00000000       3.16025063E+15   8.47227531E+14   1.94402531E-07   236.887283       0.00000000    
   65.0000000       0.00000000       2.78131210E+15   7.45299434E+14   1.71073765E-07   233.823318       0.00000000    
   66.0000000       0.00000000       2.44312826E+15   6.54378130E+14   1.50256241E-07   230.836136       0.00000000    
   67.0000000       0.00000000       2.14170786E+15   5.73381624E+14   1.31704141E-07   227.949600       0.00000000    
   68.0000000       0.00000000       1.87349158E+15   5.01342305E+14   1.15197487E-07   225.185471       0.00000000    
   69.0000000       0.00000000       1.63525659E+15   4.37388464E+14   1.00537925E-07   222.563766       0.00000000    
   70.0000000       0.00000000       1.42408929E+15   3.80729792E+14   8.75453878E-08   220.102646       0.00000000    
   71.0000000       0.00000000       1.23733283E+15   3.30645977E+14   7.60561818E-08   217.819778       0.00000000    
   72.0000000       0.00000000       1.07255869E+15   2.86480660E+14   6.59206592E-08   215.732346       0.00000000    
   73.0000000       7606407.50       9.30507752E+14   2.48399752E+14   5.71824437E-08   213.794937       41519.8828    
   74.0000000       19698752.0       8.04939886E+14   2.14720850E+14   4.94572703E-08   211.673965       45146.0195    
   75.0000000       49957936.0       6.95952273E+14   1.85492172E+14   4.27523119E-08   209.387436       49126.3203    
   76.0000000       123083424.       6.00942831E+14   1.60016204E+14   3.69075188E-08   207.011230       53452.1523    
   77.0000000       292492960.       5.17868500E+14   1.37745775E+14   3.17972422E-08   204.608383       58106.7969    
   78.0000000       666316544.       4.45118365E+14   1.18248931E+14   2.73223577E-08   202.228317       63066.0195    
