Generated by database/atmosphere/generate_atmosphere_table.py (pymsis)

Model: NRLMSISE-00
Date and time (UTC): 1965-05-22T22:21:57+00:00
Longitude [deg. East]: 1 point(s), -16.9 to -16.9
Latitude [deg. North]: 1 point(s), -7.4 to -7.4
F10.7 = 75.0, F10.7A = 75.0, Ap = 4.0
The species below the lower bound of the model are written as zero.

   Selected parameters are:
1 Height, km
2 O, cm-3
3 N2, cm-3
4 O2, cm-3
5 Mass_density, g/cm-3
6 Temperature_neutral, K
7 N, cm-3

          1          2          3          4          5          6          7
       95.0  4.103e+11  2.725e+13  6.728e+12  1.655e-09  2.109e+02  2.183e+05
       96.0  4.369e+11  2.339e+13  5.718e+12  1.419e-09  2.103e+02  2.386e+05
       97.0  4.565e+11  2.010e+13  4.861e+12  1.219e-09  2.094e+02  2.612e+05
       98.0  4.690e+11  1.730e+13  4.133e+12  1.048e-09  2.082e+02  2.866e+05
       99.0  4.749e+11  1.490e+13  3.515e+12  9.024e-10  2.065e+02  3.151e+05
      100.0  4.747e+11  1.286e+13  2.988e+12  7.776e-10  2.043e+02  3.470e+05
      101.0  4.692e+11  1.110e+13  2.538e+12  6.705e-10  2.017e+02  3.829e+05
      102.0  4.587e+11  9.572e+12  2.152e+12  5.776e-10  1.989e+02  4.227e+05
      103.0  4.439e+11  8.242e+12  1.818e+12  4.967e-10  1.960e+02  4.664e+05
      104.0  4.253e+11  7.076e+12  1.529e+12  4.257e-10  1.934e+02  5.140e+05
      105.0  4.035e+11  6.052e+12  1.279e+12  3.636e-10  1.912e+02  5.653e+05
      106.0  3.794e+11  5.154e+12  1.063e+12  3.091e-10  1.895e+02  6.201e+05
      107.0  3.537e+11  4.369e+12  8.784e+11  2.616e-10  1.886e+02  6.780e+05
      108.0  3.270e+11  3.686e+12  7.211e+11  2.203e-10  1.885e+02  7.385e+05
      109.0  2.999e+11  3.093e+12  5.880e+11  1.846e-10  1.895e+02  8.009e+05
      110.0  2.729e+11  2.583e+12  4.765e+11  1.539e-10  1.919e+02  8.643e+05
