# Restart data (ECEF, cartesian system)
# Iteration, Elapsed time
# 2774 0.0
-3772365.4475379265 3000674.9677683734 4388053.261258401 -4637.734042950266 -5830.430768550484 0.0
-3777000.9050118877 2994842.7314373376 4388050.100130109 -4633.179887640186 -5834.040612845651 -6.322255161407279
-3781631.805279416 2989006.889104728 4388040.616752408 -4628.619630957935 -5837.64277100431 -12.644497331457831
-3786258.1422417616 2983167.4484587596 4388024.811142756 -4624.053278149177 -5841.23723887135 -18.96671757767445
-3790879.909805423 2977324.417191798 4388002.68332754 -4619.480834467138 -5844.824012301197 -25.288906967603364
-3795497.101882158 2971477.8030003486 4387974.233342084 -4614.9023051726035 -5848.4030871578125 -31.611056568825116
-3800109.7123889867 2965627.613585049 4387939.461230643 -4610.317695533908 -5851.9744593147 -37.933157448965474
-3804717.735248203 2959773.8566506584 4387898.367046405 -4605.727010826933 -5855.538124654912 -44.25520067570628
-3809321.164387379 2953916.5399060478 4387850.950851488 -4601.130256335105 -5859.0940790710465 -50.577177316796366
-3813919.9937393744 2948055.6710641906 4387797.212716945 -4596.527437349386 -5862.642318465257 -56.899078440062446
-3818514.2172423457 2942191.2578421542 4387737.152722759 -4591.91855916827 -5866.182838749249 -63.220895113419985
-3823103.828839748 2936323.3079610886 4387670.770957846 -4587.303627097781 -5869.715635844291 -69.5426184048841
-3827688.822480349 2930451.8291462185 4387598.067520055 -4582.682646451466 -5873.2407056812135 -75.86423938258037
-3832269.192118232 2924576.8291268325 4387519.042516164 -4578.05562255039 -5876.758044200412 -82.18574911475586
-3836844.931712807 2918698.315636274 4387433.696061884 -4573.422560723132 -5880.267647351852 -88.50713866978992
-3841416.035228815 2912816.2964119315 4387342.02828186 -4568.783466305778 -5883.769511095075 -94.82839911620503
-3845982.496636336 2906930.7791952305 4387244.039309666 -4564.138344641921 -5887.263631399196 -101.14952152267779
-3850544.3099107994 2901041.771731621 4387139.729287805 -4559.487201082651 -5890.750004242911 -107.47049695804968
-3855101.4690329884 2895149.2817705697 4387029.098367716 -4554.830040986553 -5894.2286256145 -113.79131649133801
-3859653.9679890485 2889253.3170655505 4386912.146709766 -4550.166869719699 -5897.6994915118285 -120.11197119174685
-3864201.800770495 2883353.8853740348 4386788.874483254 -4545.49769265565 -5901.162597942354 -126.43245212867778
-3868744.961374221 2877450.994457483 4386659.281866407 -4540.822515175444 -5904.617940923127 -132.75275037174086
-3873283.4438025034 2871544.6520813303 4386523.369046385 -4536.141342667594 -5908.065516480794 -139.07285699076553
-3877817.242063012 2865634.866014984 4386381.136219278 -4531.454180528084 -5911.505320651603 -145.39276305581134
-3882346.3501688167 2859721.6440318082 4386232.583590102 -4526.761034160364 -5914.937349481405 -151.71245963717902
-3886870.7621383932 2853804.993909117 4386077.711372808 -4522.061908975342 -5918.361599025661 -158.03193780542122
-3891390.471995634 2847884.923428164 4385916.519790272 -4517.356810391382 -5921.778065349437 -164.35118863135352
-3895905.473769851 2841961.4403741336 4385749.009074301 -4512.6457438342995 -5925.186744527418 -170.6702031860651
-3900415.7614957886 2836034.5525361295 4385575.179465633 -4507.928714737354 -5928.587632643902 -176.98897254092975
-3904921.3292136258 2830104.2677071677 4385395.03121393 -4503.20572854125 -5931.9807257928105 -183.30748776761678
-3909422.170968987 2824170.5936841653 4385208.564577784 -4498.476790694123 -5935.366020077687 -189.6257399381018
-3913918.280812949 2818233.5382679296 4385015.779824716 -4493.741906651542 -5938.743511611702 -195.9437201246776
-3918409.652802046 2812293.1092631514 4384816.677231172 -4489.001081876501 -5942.113196517658 -202.2614193999651
-3922896.2809982807 2806349.3144783936 4384611.257082528 -4484.254321839416 -5945.475070927989 -208.57882883692415
-3927378.15946913 2800402.161726081 4384399.519673087 -4479.501632018117 -5948.829130984766 -214.8959395088644
