Sphere-cone aerodynamic data (modified Newtonian + free-molecular, analytic sample)
variables = Kn, CFx, CFy, CFz, CMx, CMy, CMz, SDV_CFx, SDV_CFy, SDV_CFz, SDV_CMx, SDV_CMy, SDV_CMz, Altitude 
AOA 0
1.000000000000000048e-04	9.769715196123678336e-01	-6.996072800921573767e-18	-1.059494669280924111e-17	-3.671443938331258707e-19	1.057769107930303752e-17	-1.031777840086584030e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.488687842826759322e+01
1.000000000000000021e-03	9.769715196123678336e-01	-6.996072800921573767e-18	-1.059494669280924111e-17	-3.671443938331258707e-19	1.057769107930303752e-17	-1.031777840086584030e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.282906385181639308e+01
1.000000000000000021e-02	1.126790571891609583e+00	-8.944878651278485850e-18	-1.018943977541344769e-17	1.817814653285386654e-19	1.182009525174972314e-17	-1.379694147405421682e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.861872696558826590e+01
1.000000000000000056e-01	1.488485759805872499e+00	-3.846518907597797332e-18	-3.727212517340058404e-18	-1.440606931555988687e-19	1.577163074467043427e-17	-1.714183430464744229e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.327859555343430031e+01
1.000000000000000000e+00	1.850180947720687863e+00	-1.433631420560360863e-18	-6.880675885598835195e-19	2.697694873165898973e-19	1.754895893580944326e-17	-1.918338907760020094e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.060762768763438828e+02
1.000000000000000000e+01	1.999999999999935607e+00	-9.795193061600327345e-19	1.861059589785918576e-18	-3.586722745145541105e-20	1.884312994877474270e-17	-1.626719039505172783e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.206916703693729289e+02
1.000000000000000000e+02	1.999999999999935607e+00	-9.795193061600327345e-19	1.861059589785918576e-18	-3.586722745145541105e-20	1.884312994877474270e-17	-1.626719039505172783e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.539344102715903375e+02
1.000000000000000000e+03	1.999999999999935607e+00	-9.795193061600327345e-19	1.861059589785918576e-18	-3.586722745145541105e-20	1.884312994877474270e-17	-1.626719039505172783e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.192644144570184039e+02
1.000000000000000000e+04	1.999999999999935607e+00	-9.795193061600327345e-19	1.861059589785918576e-18	-3.586722745145541105e-20	1.884312994877474270e-17	-1.626719039505172783e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.104266064343532321e+02
1.000000000000000000e+05	1.999999999999935607e+00	-9.795193061600327345e-19	1.861059589785918576e-18	-3.586722745145541105e-20	1.884312994877474270e-17	-1.626719039505172783e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.000000000000000000e+02
AOA 10
1.000000000000000048e-04	9.605088932700555082e-01	-1.305063618991089496e-17	1.474155522064978796e-01	-2.407473964479078694e-19	-1.188912789557060451e-01	-9.080227369717772699e-18	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	4.488687842826759322e+01
1.000000000000000021e-03	9.605088932700555082e-01	-1.305063618991089496e-17	1.474155522064978796e-01	-2.407473964479078694e-19	-1.188912789557060451e-01	-9.080227369717772699e-18	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.282906385181639308e+01
1.000000000000000021e-02	1.103907030150981017e+00	-1.794853423606248054e-18	1.759147347508835391e-01	3.833981625909695955e-19	-1.215148629788697227e-01	-1.060680992709475645e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	7.861872696558826590e+01
1.000000000000000056e-01	1.450100757027981357e+00	-5.445224537051492188e-18	2.447178477660841289e-01	8.517262979077868710e-19	-1.278487551096178232e-01	-6.750180308458167334e-18	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	9.327859555343430031e+01
1.000000000000000000e+00	1.796294483904981254e+00	-4.902211949528135706e-18	3.135209607812823318e-01	2.764133588525049426e-18	-1.341826472403653825e-01	-1.239384440083100611e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.060762768763438828e+02
1.000000000000000000e+01	1.939692620785907096e+00	-9.896621150257482751e-19	3.420201433256668810e-01	4.079874118373102195e-18	-1.368062312635278943e-01	-1.863282715916788154e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.206916703693729289e+02
1.000000000000000000e+02	1.939692620785907096e+00	-9.896621150257482751e-19	3.420201433256668810e-01	4.079874118373102195e-18	-1.368062312635278943e-01	-1.863282715916788154e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.539344102715903375e+02
1.000000000000000000e+03	1.939692620785907096e+00	-9.896621150257482751e-19	3.420201433256668810e-01	4.079874118373102195e-18	-1.368062312635278943e-01	-1.863282715916788154e-17	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	2.192644144570184039e+02
